,Unnamed: 0,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Payment_Behaviour,Monthly_Balance,Credit_Score,Amount_invested_monthly
30856,32988,22,7,77818.98,6573.915,5,6,8,4,352,15,17.0,11.86,4.0,2,1066.38,27.61193728553468,15,1,143.18580051827718,0,591.0386937627111,2,163.16700571901168
30864,17462,39,14,18122.37,1794.1975,3,4,7,6,1325,10,15.0,15.33,7.0,2,2686.5,31.64671286088217,8,0,76.14258794844216,5,297.9966899905599,1,95.28047206099794
30880,84360,28,2,71689.68,5706.139999999999,7,8,16,6,1584,41,15.0,9.71,8.0,3,1773.97,30.065479818431605,6,1,286.9285326101912,6,300.87441884184244,1,232.81104854796632
30881,32610,27,15,19441.41,1386.1175,9,8,31,2,1193,39,18.0,3.43,10.0,0,2577.35,35.51906236945729,8,1,22.390314860172943,5,342.55030968044554,2,63.67112545938162
30884,26825,46,12,21229.73,1709.144166666667,5,4,10,2,716,10,3.0,10.78,3.0,1,659.72,25.786392133066894,18,0,28.88093048125891,2,348.0797940105308,1,53.953692174877034
30899,42801,24,2,19043.09,1699.924166666667,9,5,20,3,2128,38,18.0,5.49,12.0,3,1950.0,36.258206358714645,29,1,45.04345454299674,6,343.07420855703043,1,41.87475356663954
30908,21886,40,3,60575.7,4794.975,4,7,15,3,923,21,18.0,3.27,4.0,2,832.55,32.51572547674702,24,0,135.03772302070848,0,550.0815103609592,2,34.378266618332354
30911,31460,38,11,17442.09,1295.5075,8,6,5,2,1195,21,20.0,16.34,6.0,3,1960.42,36.20396021543287,11,1,14.637790482507336,5,326.4723636646537,1,78.44059585283897
30917,10676,28,9,28910.45,2414.204166666667,7,4,13,4,380,18,8.0,9.39,6.0,2,292.98,30.18787620368854,7,0,95.02278218449598,3,331.5628971573763,2,84.83473732479443
30929,6136,22,10,82093.52,6574.126666666668,8,5,6,4,1447,6,8.0,3.4,1.0,3,825.25,34.924455103067174,11,0,188.83381520418385,4,368.0850143947306,2,380.4938370677523
30942,14564,43,4,36366.68,2987.556666666667,5,4,13,2,2157,21,18.0,17.17,4.0,2,484.73,27.4161685331608,26,1,52.17659090535482,0,424.0176369912026,2,62.56143877010921
30948,42437,25,14,15139.13,1459.5941666666663,7,7,17,7,5,42,19.0,15.02,11.0,0,3168.37,32.51043017577917,31,1,79.27214726816017,5,244.38948600126,1,112.29778339724648
30950,76497,37,2,54315.46,4473.288333333333,8,4,5,4,656,26,20.0,12.39,5.0,3,286.69,35.34849601899807,11,0,109.07534555591047,1,436.11455117245436,2,152.13893660496842
30955,11218,26,12,41160.86,3371.0716666666667,6,9,18,3,1997,38,18.0,2.55,6.0,3,1972.69,27.267443439365568,34,0,76.21663041959127,2,400.759839393354,1,120.1306968537214
30964,82798,43,12,12144.58,1006.0483333333332,4,5,7,3,553,26,9.0,17.63,2.0,2,1292.76,37.505764671817694,19,1,23.11978446689396,5,253.06476219963105,2,114.42028666680832
30980,89218,29,14,69362.92,5944.243333333333,6,6,9,2,954,26,9.0,11.41,3.0,2,1042.95,26.106709657820712,34,1,67.55351587031603,3,374.3564375150156,2,422.5143799480017
30985,56573,17,0,20137.56,1977.13,6,5,30,2,949,18,19.0,10.17,8.0,2,2577.87,26.525118787439407,30,1,31.67468056819988,4,380.2792499315912,1,65.75906950020892
30997,81699,20,12,14176.215,1016.35125,7,4,7,2,724,31,20.0,19.81,7.0,2,399.68,38.554151188045815,4,1,19.215651989726823,5,248.3301805223794,2,124.08929248789377
31009,20301,22,6,19386.02,1858.5016666666668,4,4,7,3,1674,4,17.0,9.74,11.0,2,2438.26,35.32173410129888,6,1,40.00925124928242,5,282.52583438748525,1,153.31508102989906
31010,11850,41,12,60182.7,4800.225,6,7,5,7,2110,30,9.0,17.86,5.0,2,1742.58,33.82832697157416,10,1,265.40055225667334,1,373.77353486306936,1,90.84841288025731
31035,86101,27,7,41848.26,3578.355,8,7,11,1,1690,15,17.0,5.61,2.0,2,616.98,26.288514288119373,26,0,31.72574557145813,1,440.7970509335361,2,135.3127034950058
31041,90183,46,0,88380.16,7471.013333333332,7,7,19,3,2023,11,19.0,8.7,7.0,2,124.29,37.81806748232952,18,1,129.72369861636398,1,774.3561389391147,2,93.0214957778547
31043,36143,41,0,30802.79,2522.1495113709484,5,5,5,3,1818,9,7.0,9.18,2.0,1,388.92,36.13310700082148,34,0,242.61285656110056,2,276.4394131936706,0,179.88730220761357
31070,53776,35,2,18419.57,1243.9641666666666,4,4,10,1,0,14,7.0,9.08,1.0,1,699.06,27.581823123647965,34,0,9.803353349475836,5,345.3385722980061,0,59.254491019184684
31082,19644,20,5,52410.92,4479.576666666667,3,4,6,4,377,11,16.0,5.630000000000001,3.0,2,361.32,25.21222314039927,34,1,92.60129053130478,2,447.93596258927323,2,167.4204135460885
31098,14794,42,10,18623.23,1765.9358333333332,7,6,16,6,1405,18,19.0,5.37,8.0,0,1932.49,29.30382068296425,6,1,54.12243983600564,2,342.68255857109716,2,39.78858492623052
31114,12000,38,12,119312.08,10015.673333333334,5,5,17,4,771,22,14.0,2.27,1.0,2,1200.53,26.440096993822145,10,1,322.42231544882463,6,558.9207130878863,2,400.22430479662245
31118,73254,35,8,11938.1,1197.8416666666667,6,4,20,4,613,5,15.0,9.54,3.0,2,593.33,31.384416004590967,17,1,20.18395627929351,4,310.18850709585615,2,69.41170329151704
31129,58011,37,2,18264.11,1621.009166666667,5,5,15,7,1481,23,18.0,16.98,7.0,3,2622.13,25.093798256538072,4,1,90.81220497986294,5,188.2055598308359,2,173.08315185596783
31132,10024,44,9,30909.93,2554.8275,4,6,5,1,481,4,13.0,2.99,4.0,2,1202.05,27.82784911972855,13,0,21.44436798688233,2,419.70451877430014,2,74.33386323881747
31142,86807,40,11,32446.8,2722.9,8,6,11,1,955,29,11.0,5.11,3.0,2,395.19,38.73464816152782,27,0,18.11580498842269,2,360.6989413126442,0,153.47525369893316
31149,43497,39,14,106119.68,9128.306666666664,3,5,18,3,220,8,11.0,19.95,5.0,3,336.54,31.52986102170162,7,1,256.32974338951124,1,640.4739725380181,2,266.0269507391374
31177,9260,29,2,60417.68,5237.806666666666,5,4,18,1,233,17,9.0,6.300000000000002,4.0,2,1010.73,33.768638461451026,26,0,27.46092673718074,1,603.4212521043205,2,142.89848782516543
31178,42064,34,9,19854.12,1425.51,5,4,14,3,1188,25,9.0,17.25,8.0,2,1213.8,37.16127514346825,33,1,48.20742188976853,4,291.9079302173096,2,82.43564789292188
31188,66291,45,0,36338.78,2908.231666666666,8,8,30,5,143,40,20.0,3.01,11.0,0,1861.75,29.033199864095646,30,1,86.67994081293507,5,358.036576404367,2,136.10664944936465
31189,30237,26,10,31731.94,2629.328333333333,5,6,10,3,1674,25,10.0,11.51,3.0,2,889.42,30.099044764849392,19,0,75.0023106523225,2,313.6024462054185,2,134.3280764755923
31197,5258,28,5,60116.7,5091.725,5,8,19,7,816,21,13.0,19.62,11.0,2,2042.27,29.80076605872651,4,0,218.51488799997333,1,395.5148018032107,1,145.14281019681601
31198,64414,46,6,45848.86,3672.738333333333,8,5,11,2,2150,27,10.0,11.37,4.0,2,945.68,35.07689643167408,16,1,50.622854785493566,0,502.72424703522245,2,53.92673151261738
31211,9774,36,0,16341.075,1292.75625,4,4,6,2,232,7,20.0,11.63,4.0,3,684.05,25.545282114892203,34,0,16.960460461757126,5,244.4035681065393,2,157.91159643170354
31218,36504,38,5,35996.23,2800.685833333333,4,6,17,6,1226,14,16.0,16.81,7.0,2,767.11,35.653549164239934,6,1,143.52682577799058,2,292.62609902037116,2,103.91565853497164
31252,51683,31,14,14780.71,1224.7258333333332,9,8,16,7,589,23,19.0,2.76,10.0,3,1811.96,37.63650122537731,30,1,67.78733814996905,5,299.07049279754824,1,45.61475238581605
31262,15567,52,13,22489.25,1643.104166666667,5,5,7,2,1194,11,12.0,13.93,5.0,1,1189.23,36.8934331802448,9,0,34.0190082767121,3,253.42971411563502,2,146.8616942743196
31268,87963,17,1,22077.27,1910.7725,3,7,8,2,1687,4,10.0,11.84,8.0,2,918.22,31.45543904383252,2,1,30.079706693191085,1,372.9668676407016,2,38.030675666107406
31273,29812,20,10,54889.92,4512.16,7,4,17,6,1611,23,8.0,16.48,5.0,2,1603.48,36.61570349216719,34,1,147.0473710559911,1,387.1352453712578,1,167.03338357275112
31274,84915,29,13,50276.79,4410.7325,7,6,23,7,1265,49,20.0,15.12,11.0,2,2629.04,33.71268940753201,8,0,198.73609271372848,1,308.18312399082856,1,184.15403329544296
31279,31254,26,1,54811.56,4510.63,4,5,11,6,761,28,12.0,11.74,8.0,3,2170.62,28.12264786327744,34,1,171.34139979515905,1,368.96110935396445,2,160.7604908508766
31289,51448,50,10,104929.28,9025.106666666668,4,7,8,4,550,19,12.0,7.9,1.0,2,651.32,26.46621232983692,34,1,291.5505605961455,2,687.3858322439596,2,183.57427382656164
31300,7482,28,14,20677.0,1843.083333333333,3,5,20,5,1743,24,19.0,18.3,4.0,2,2374.04,26.76652962582435,10,1,53.35272172326508,0,323.2313500748522,1,47.724261535216094
31302,80967,31,2,73052.94,5909.745,4,4,14,2,718,25,13.0,1.93,3.0,2,583.73,33.266728732399095,19,1,64.60393728610639,5,523.8285359863314,1,292.54202672756213
31323,7292,21,14,49178.48,3972.206666666667,8,4,9,4,1671,14,17.0,17.98,1.0,2,1484.58,39.759748026741526,19,1,116.01944880009924,1,451.62977035660856,2,79.57144750995897
31332,63840,44,14,15806.84,1140.236666666667,6,5,21,3,1781,18,14.0,3.41,11.0,0,2580.63,39.37174392371231,11,0,29.02999324005239,5,242.81258549320984,1,132.18108793340446
31341,79385,18,10,28151.81,2152.9841666666666,5,5,6,3,322,14,21.0,12.07,6.0,2,1327.69,28.99396057423085,31,1,64.50670414051402,0,354.1717045120311,2,36.620008014121616
31345,68774,41,15,47521.56,4128.129999999999,3,4,10,5,879,22,15.0,9.08,6.0,2,1084.43,37.42756145322273,5,1,163.76370573946443,5,397.3758776614006,2,141.67341659913484
31350,91634,28,11,59412.60000000001,4708.05,8,6,5,5,548,26,9.0,18.3,4.0,3,1733.0,36.67785061681746,31,1,142.31115652594792,1,449.00220083399915,2,129.49164264005293
31374,43320,26,4,22709.94,2057.495,6,7,13,4,333,5,12.0,11.59,3.0,3,994.73,37.68434754658711,14,0,44.98950838750849,5,204.2957614492624,2,246.46423016322913
31384,41516,39,12,82988.08,7100.673333333332,4,4,10,3,975,31,19.0,18.52,7.0,2,1036.93,31.37735885332617,10,1,182.4249205556441,5,365.7046277236061,2,451.9377850540832
31393,93139,27,7,78035.96,6211.996666666668,5,4,17,6,161,26,17.0,16.21,6.0,2,429.44,30.40014016254559,11,1,365.1021826902591,0,342.78055506463767,2,153.31692891176996
31420,33670,34,6,42070.96,3506.575736829253,7,6,17,2,2152,17,17.0,9.02,7.0,2,369.11,26.322641370864385,9,1,296.74572931112607,1,474.19816966523257,0,94.08503086105485
31421,48192,41,4,15957.41,1039.7841666666666,8,5,7,3,1166,24,19.0,16.33,4.0,2,1269.87,25.97060821176333,2,1,25.048554363131267,5,297.36646888012837,2,71.56339342340695
31427,40961,33,9,19487.77,1338.9808333333333,6,8,16,6,1925,46,23.0,6.54,9.0,0,2050.42,27.83226101964097,34,1,97.37555546030649,5,214.6641425209293,1,111.85838535209751
31432,17725,43,2,17315.32,1519.9433333333334,8,8,20,2,1689,36,8.0,16.31,12.0,2,1728.52,25.884142848410303,10,1,23.80003881960144,5,339.63998272150775,1,78.55431179222417
31453,18009,43,10,12993.97,1223.8308333333332,6,6,14,7,1612,19,10.0,10.92,6.0,2,488.79,24.50056856943157,4,1,64.89671411889705,6,230.12819590878345,2,97.35817330565284
31455,35374,41,5,32019.94,2598.328333333333,4,5,7,3,468,22,16.0,1.79,1.0,1,776.31,35.317785137239426,9,0,41.77294001142359,1,375.63003716066015,0,92.42985616124949
31467,76854,30,0,44667.5,3545.291666666666,5,6,18,4,1059,10,5.0,19.79,10.0,2,1148.67,27.92569780336389,11,1,148.45254432992184,1,321.2581514867628,2,134.81847084998202
31472,29207,46,6,17708.33,1692.694166666667,8,9,23,7,1735,26,21.0,7.81,11.0,0,2250.37,35.597398596920925,6,1,64.02306031536233,1,310.63853228328065,1,44.60782406802369
31477,34990,25,0,16063.455,1142.62125,8,6,7,2,476,16,18.0,15.79,9.0,2,355.79,29.113920000423576,8,1,22.0596506930977,6,299.3510946539002,2,82.85137965300211
31478,6731,25,12,64493.46,5413.455,6,7,6,2,1686,17,18.0,14.83,1.0,2,165.76,28.13908410314837,18,1,63.08871187287448,3,483.03476582599734,2,265.22202230112833
31486,27082,21,13,34512.78,2902.065,3,5,7,2,1687,15,5.0,11.36,4.0,1,394.52,27.97387899696105,21,0,36.11736924841464,4,333.04858954016635,2,201.04054121141903
31504,77831,24,13,17709.31,1732.7758333333334,9,8,20,2,951,34,19.0,14.09,11.0,3,1551.3,30.31688672099592,9,1,18.09016279399464,4,338.5445076889,1,96.64291285043876
31511,67970,44,4,18702.5,1736.541666666667,4,4,10,3,1815,15,18.0,14.21,6.0,2,2576.87,38.86567016256157,30,1,42.113870292377314,4,238.87632307631299,2,172.6639732979764
31514,75866,18,8,17896.2,1597.35,4,5,16,1,955,11,15.0,8.74,1.0,2,1263.91,25.57600792015544,10,1,10.578359076265064,4,343.06041310697066,2,86.09622781676434
31522,44927,44,3,32119.36,2688.613333333333,3,5,12,7,1378,22,16.0,19.22,4.0,2,999.25,34.5782411348244,34,1,109.34465153743989,5,341.7185418132516,1,107.79813998264184
31530,87316,34,2,31019.6,2427.9666666666667,6,4,7,4,1692,25,20.0,13.74,6.0,2,727.64,33.79250031014675,30,1,72.48842264488479,5,232.13962459944858,2,228.1686194223333
31554,51453,50,10,104929.28,9025.106666666668,4,7,8,4,550,21,9.0,14.9,6.0,2,651.32,29.904468527331325,20,1,291.5505605961455,1,656.465584477504,2,204.4945215930172
31562,46945,21,14,60401.4,5163.45,6,6,27,6,1556,45,23.0,7.06,11.0,0,2253.93,36.34533490154119,34,1,226.8963394377975,4,185.90048106775012,1,383.54817949445237
31567,25120,35,5,56301.9,4593.825,9,5,26,2,1436,15,18.0,14.73,9.0,2,2161.23,34.352625465274464,5,1,50.11934808737193,1,553.5810246301378,1,105.6821272824902
31575,83278,52,4,33413.88,2770.49,5,7,10,3,501,22,9.0,19.75,4.0,2,1270.74,34.372314597366696,34,0,46.39958672663737,3,375.42266284365263,1,125.22675042970995
31577,58926,25,15,38721.44,3340.786666666667,6,6,19,5,1043,24,20.0,20.87,9.0,0,3467.82,28.85520106442524,5,1,87.26862845501698,2,416.7365732959635,2,90.07346491568623
31580,58724,51,11,34640.23,2897.685833333333,6,4,10,1,233,12,12.0,13.1,2.0,3,714.2,34.27211754549577,15,1,26.838083766791712,5,257.23046760623663,2,295.70003196030507
31581,32878,24,13,56420.52,4919.71,7,5,21,5,938,31,17.0,15.37,9.0,0,1412.35,25.46909075110169,34,0,165.99957751951442,2,447.929931140996,1,138.0414913394896
31594,79863,39,15,28941.24,2474.77,3,5,11,4,397,8,9.0,8.59,6.0,1,562.01,25.766227062134305,11,0,74.82176802686344,1,344.73625246591035,0,77.91897950722617
31601,56316,38,8,30247.7,2328.641666666667,5,6,10,7,127,17,10.0,15.87,4.0,2,841.39,32.73377674420646,4,1,90.59921818844671,6,344.28185047039995,2,87.98309800782003
31605,21379,23,9,20929.34,1838.111666666667,7,6,10,3,1162,13,6.0,8.28,8.0,2,695.45,27.75421954045085,34,1,45.44267175263864,5,264.1964387077867,2,164.17205620624136
31609,83139,34,3,27880.82,2145.401666666666,4,5,20,4,1988,15,11.0,8.01,5.0,2,1499.92,29.44401479187615,7,1,51.06157152731232,2,364.2938638282306,0,59.18473131112385
31637,46746,35,1,56831.76,4627.980000000001,5,6,6,1,955,29,21.0,1.17,1.0,3,1179.08,38.28554518834833,22,0,37.50499252116236,2,483.30380790911835,2,201.9891995697193
31639,7939,28,13,20377.7,1659.1416666666669,6,5,15,2,2156,21,18.0,11.14,6.0,2,1490.65,28.97956633512064,2,1,29.92158094492277,3,290.82870450772543,1,115.16388121401852
31644,38568,44,14,20780.41,1643.700833333333,7,7,29,2,2158,11,9.0,18.95,9.0,2,2140.2,26.437820593154445,2,1,20.133652405023245,1,349.73338858761946,1,44.50304234069058
31649,8060,32,6,34153.67,2702.1391666666664,6,7,17,2,1907,19,14.0,6.94,4.0,2,226.31,30.75779249930835,34,0,50.052619019361934,2,321.51165428565355,0,158.64964336165113
31651,12333,50,2,21755.79,1731.9825,8,4,20,2,1196,8,20.0,9.3,3.0,2,604.9,26.94064873393812,34,0,31.155358174966764,2,294.8389808233406,2,107.2039110016927
31668,23918,45,7,22182.95,1937.5791666666669,7,5,13,4,1974,11,17.0,10.18,5.0,2,1170.58,26.07934254680364,30,1,62.25704178917977,5,259.54075989175817,2,161.96011498572875
31672,41562,45,6,63539.66,5032.971666666667,6,7,19,4,546,5,5.0,15.15,5.0,2,173.85,38.03695980677559,11,1,206.86743480054665,1,347.3021753144156,2,199.12755655170457
31677,28389,32,1,105080.76,8488.73,5,5,7,1,1440,19,8.0,12.62,2.0,2,361.25,32.52355076573661,22,1,62.08269763939251,0,828.7233094821124,2,198.06699287849503
31679,51238,29,2,10037.855,849.4879166666666,4,5,17,4,1033,5,18.0,13.99,7.0,2,1665.09,35.45933854691192,2,0,20.690955911722856,5,318.91635830364413,1,35.341477451299724
31684,17910,31,15,44689.77,3741.1475000000014,6,6,20,7,695,8,11.0,8.31,7.0,2,2319.8,27.26090500885857,5,1,202.06108052742184,5,331.5336508743053,1,130.5200185982729
31696,85149,29,10,31276.27,2540.355833333333,7,4,14,1,233,6,6.0,8.68,3.0,2,1275.06,28.22591100514855,17,1,16.327466291720913,5,435.0733831727266,2,92.63473386888587
31709,50061,29,13,20616.63,1784.0525,6,6,15,6,1738,37,19.0,22.79,10.0,0,3389.04,32.40481268982636,2,0,70.5729572431843,3,258.13297570619596,2,119.69931705061971
31714,77692,41,6,17561.27,1561.4391666666668,5,4,20,6,917,27,18.0,16.869999999999994,10.0,2,2622.44,35.94645447363721,3,1,83.40978684414125,3,253.60100808153268,2,89.13312174099275
31716,21693,21,4,56850.32,4753.526666666667,3,6,5,4,18,31,9.0,12.94,4.0,2,201.22,30.63224441715093,33,1,135.2489550937056,1,538.5910275573292,2,51.5126840156319
31722,90368,35,7,55299.72,4896.31,5,4,23,2,946,18,10.0,10.94,8.0,2,2013.21,35.66889798085406,3,1,83.66941405052296,4,269.9698930736338,1,415.99169287584334
31725,63947,39,14,56089.95,4875.1625,9,5,15,7,1499,53,19.0,9.31,9.0,3,2561.61,26.27649568281037,30,1,276.53529627230307,1,342.256665265644,2,118.724288462053
31730,43628,34,14,40032.16,3465.013333333334,5,5,3,2,1902,15,5.0,5.08,6.0,3,1058.13,29.22657439943096,14,0,64.38721911933311,5,290.02857948252966,0,282.08553473147066
31731,24117,38,1,11333.42,840.4516666666667,7,6,17,2,1195,11,10.0,12.18,7.0,3,125.01,35.25364941701207,17,1,18.31565886863085,5,277.70791601066816,2,78.02159178736767
31739,33634,42,2,30366.16,2329.5133333333333,7,4,18,4,1202,12,11.0,14.11,1.0,2,804.31,35.49622644325829,13,1,62.00134473820575,1,384.16974914624666,2,36.78023944888098
31741,24598,21,13,66914.37,5331.197499999998,8,6,19,4,1945,9,17.0,4.72,8.0,2,181.41,29.228444267064148,10,0,204.9223095399105,6,488.8113879854696,1,99.3860524746199
31750,26878,44,12,66522.06,5409.505,8,4,7,3,2067,26,13.0,15.95,5.0,3,561.13,25.443017631150045,7,1,117.08800475134936,5,290.28045949347637,2,423.58203575517433
31751,80283,19,10,14639.215,1209.9345833333334,4,7,18,4,970,23,16.0,9.32,4.0,2,879.98,38.16234720702169,5,1,40.18862730473219,2,278.8765477718729,2,61.928283256728236
31753,89243,39,0,34271.96,3058.9966666666664,3,7,19,3,683,7,19.0,1.87,1.0,2,839.04,37.74977217598924,20,0,81.97543878995677,5,341.29836084585173,2,172.6258670308581
31792,58783,39,12,71112.84,5885.07,6,4,11,1,233,23,7.0,11.07,7.0,2,432.53,31.286565469181827,13,0,53.42699481103315,5,596.1156952828744,1,228.9643099060923
31798,91810,18,2,52210.26,4465.855000000001,3,6,10,1,1911,5,13.0,8.11,4.0,3,1276.23,33.37899183916274,26,0,24.29659339469912,5,328.81241147014595,2,383.476495135155
31807,77879,40,4,71297.02,6028.418333333334,3,4,4,4,510,6,5.0,11.5,7.0,1,383.01,30.44756255168801,25,0,168.12092579336306,0,620.9070185992819,2,53.813888940688535
31808,74684,40,1,17646.92,1359.5766666666666,6,5,29,5,995,41,23.0,3.3100000000000005,8.0,0,2679.53,25.76679682757453,4,1,47.38352538995275,5,317.5130345592441,1,61.06110671746986
31818,11627,20,4,61600.83,5313.4025,7,7,16,3,924,15,14.0,18.46,5.0,2,2062.09,26.600574848946447,11,1,125.50502172550163,1,591.8718395347015,2,63.96338873979693
31828,13968,23,5,14114.89,1155.2408333333333,8,5,5,5,1842,18,14.0,18.37,7.0,2,1453.95,28.81623083089423,34,1,53.14898590851489,5,229.083423040542,2,123.29167438427649
31834,36095,27,3,34677.86,2725.8216666666667,6,5,16,7,2138,23,22.0,5.57,6.0,0,2345.02,30.94079909385309,8,0,182.5851834962603,5,281.6338054435816,1,98.3631777268248
31848,68743,46,0,103316.76,8473.73,4,4,4,3,116,21,5.0,11.58,1.0,3,609.13,25.23194238865737,13,0,198.93956646223504,3,412.378948463804,1,506.05448507396113
31850,37227,24,5,31439.6,2846.9666666666667,5,7,18,4,1475,11,8.0,15.51,8.0,2,1283.46,32.625923042588326,34,1,104.2731009082232,3,230.69825958914365,2,219.72530616929984
31851,71920,43,0,18598.17,1575.8475,8,7,16,2,2150,21,13.0,7.210000000000001,8.0,2,667.98,29.71335472024665,11,1,18.896396334305955,5,265.32163873390664,2,163.3667149317874
31852,47766,38,8,9917.025,1099.4187499999996,5,6,17,2,720,14,17.0,13.96,8.0,2,1065.19,25.89753113037084,4,1,14.199057632211831,5,276.13538076073417,2,109.60743660705398
31856,81741,35,0,33785.2,2713.433333333333,4,6,14,3,622,19,20.0,19.18,7.0,2,1588.18,32.538079343996486,30,1,59.13881949115839,1,417.6495255092911,1,44.554988332883866
31859,57787,28,5,44614.56,3500.88,8,7,17,4,518,18,11.0,12.71,8.0,2,2613.46,30.28241869789715,10,1,134.66296614682057,0,416.1385349796507,2,39.28649887352875
31863,90166,22,6,20622.28,1479.523333333333,7,6,21,3,22,27,18.0,13.22,11.0,2,2528.49,28.121301165623287,2,1,32.640097739716175,5,212.5780090953729,1,192.73422649824425
31878,19018,32,7,66614.64,5704.22,6,4,27,7,1421,21,9.0,15.27,10.0,3,1287.55,37.72617022278019,4,1,241.3714473170532,0,505.3454277657042,1,63.70512491724257
31879,58256,23,2,106824.68,9088.056666666664,5,6,13,3,1708,28,20.0,11.94,7.0,2,704.23,26.033698668815184,9,1,263.28032142212885,3,328.9967640716678,2,586.5285811728701
31881,13700,38,12,73656.76,6168.063333333333,5,7,8,2,1683,9,7.0,5.76,1.0,1,777.97,33.50012670909132,25,0,109.3812770836512,4,623.2169190538967,2,164.20813719578538
31885,35084,39,5,46248.72,3884.06,8,7,14,7,561,25,8.0,18.43,6.0,2,214.72,36.80799098933191,7,1,207.84685793854428,0,346.394959348692,2,74.16418271276372
31895,82209,45,11,83930.72,7257.226666666666,9,6,22,5,286,52,18.0,6.13,7.0,0,1479.71,36.13749845975696,33,1,220.1984404538285,2,526.1588243972067,1,239.3654018156316
31913,80794,31,8,33032.46,2842.705,8,7,20,2,1683,24,13.0,8.68,8.0,2,891.29,32.012344854709866,7,1,35.275234367572835,5,192.1701669369164,2,346.8250986955108
31930,22915,35,11,55644.39,4715.0325,9,8,21,6,351,18,22.0,2.24,10.0,0,1816.21,28.423859627561267,34,1,163.9248327197636,4,357.7854248415271,1,229.79299243870938
